codec	image	setting	bytes	bpp	psnr_db	ssim
c2di-ycocg+bp	kodim20.png	ratio=50	17812	0.3624	33.228	0.89183
c2di-ycocg+bp	kodim20.png	ratio=60	13575	0.2762	31.954	0.86731
c2di-ycocg+bp	kodim20.png	ratio=80	8977	0.1826	30.176	0.82889
c2di-ycocg+bp	kodim20.png	ratio=120	4015	0.0817	26.831	0.75343
c2di-ycocg+bp+lo	kodim20.png	ratio=2	703362	14.3099	83.005	1.00000
c2di-ycocg+bp+lo	kodim20.png	ratio=3	468259	9.5268	56.917	0.99908
c2di-ycocg+bp+lo	kodim20.png	ratio=5	267943	5.4513	50.009	0.99508
c2di-ycocg+bp+lo	kodim20.png	ratio=8	165708	3.3713	45.891	0.98753
c2di-ycocg+bp+lo	kodim20.png	ratio=12	100578	2.0463	42.347	0.97550
c2di-ycocg+bp+lo	kodim20.png	ratio=20	55552	1.1302	38.650	0.95584
c2di-ycocg+bp+lo	kodim20.png	ratio=30	34611	0.7042	35.893	0.93001
c2di-ycocg+bp+lo	kodim20.png	ratio=40	24440	0.4972	34.253	0.91084
c2di-ycocg+bp+lo	kodim20.png	ratio=50	18464	0.3757	32.908	0.89015
c2di-ycocg+bp+lo	kodim20.png	ratio=60	13898	0.2828	31.630	0.87019
c2di-ycocg+bp+lo	kodim20.png	ratio=80	8795	0.1789	29.742	0.83228
c2di-ycocg+bp+lo	kodim20.png	ratio=120	3914	0.0796	26.445	0.75117
jpeg	kodim20.png	q=95	116689	2.3740	41.241	0.97214
jpeg	kodim20.png	q=85	61591	1.2531	37.511	0.95427
jpeg	kodim20.png	q=75	45346	0.9226	35.745	0.94207
jpeg	kodim20.png	q=60	34587	0.7037	34.238	0.92938
jpeg	kodim20.png	q=45	28779	0.5855	33.213	0.91907
jpeg	kodim20.png	q=30	22985	0.4676	31.960	0.90454
jpeg	kodim20.png	q=18	17456	0.3551	30.310	0.87951
jpeg	kodim20.png	q=10	12792	0.2603	28.265	0.83833
jpeg	kodim20.png	q=5	9673	0.1968	25.368	0.77534
jpeg2k	kodim20.png	r=2	396956	8.0761	200.000	1.00000
jpeg2k	kodim20.png	r=4	294753	5.9968	52.326	0.99728
jpeg2k	kodim20.png	r=8	147471	3.0003	45.343	0.98604
jpeg2k	kodim20.png	r=16	73583	1.4970	41.176	0.96738
jpeg2k	kodim20.png	r=32	36765	0.7480	37.185	0.94663
jpeg2k	kodim20.png	r=64	18201	0.3703	33.459	0.90355
jpeg2k	kodim20.png	r=128	9204	0.1873	30.775	0.85562
jpegxl	kodim20.png	d=0.5	100060	2.0357	42.147	0.97594
jpegxl	kodim20.png	d=1.0	62442	1.2704	39.777	0.96487
jpegxl	kodim20.png	d=1.5	45430	0.9243	37.955	0.95399
jpegxl	kodim20.png	d=2.5	28816	0.5863	35.437	0.93288
jpegxl	kodim20.png	d=4.0	19620	0.3992	33.480	0.90772
jpegxl	kodim20.png	d=6.0	14088	0.2866	32.006	0.88295
jpegxl	kodim20.png	d=9.0	10172	0.2069	30.507	0.85205
jpegxl	kodim20.png	d=14.0	6719	0.1367	28.551	0.80987
webp	kodim20.png	q=98	120418	2.4499	43.153	0.98034
webp	kodim20.png	q=90	60826	1.2375	40.209	0.96689
webp	kodim20.png	q=80	35288	0.7179	37.292	0.94941
webp	kodim20.png	q=65	24830	0.5052	35.349	0.93161
webp	kodim20.png	q=50	20300	0.4130	34.403	0.92083
webp	kodim20.png	q=35	15804	0.3215	33.200	0.90405
webp	kodim20.png	q=25	12314	0.2505	32.215	0.88515
webp	kodim20.png	q=15	9542	0.1941	31.260	0.86290
webp	kodim20.png	q=8	7618	0.1550	30.465	0.84501
webp	kodim20.png	q=3	5876	0.1195	29.545	0.82490
avif	kodim20.png	q=85	69019	1.4042	41.659	0.97437
avif	kodim20.png	q=70	40241	0.8187	39.131	0.95912
avif	kodim20.png	q=55	23140	0.4708	36.071	0.93946
avif	kodim20.png	q=40	12411	0.2525	33.133	0.90579
avif	kodim20.png	q=30	8331	0.1695	31.571	0.87783
avif	kodim20.png	q=22	6050	0.1231	30.342	0.85308
avif	kodim20.png	q=15	4542	0.0924	29.361	0.83101
avif	kodim20.png	q=10	3907	0.0795	28.782	0.81789
avif	kodim20.png	q=5	3103	0.0631	27.974	0.80290
heic	kodim20.png	q=85	199489	4.0586	43.832	
heic	kodim20.png	q=70	116769	2.3757		
heic	kodim20.png	q=55	56301	1.1454		
heic	kodim20.png	q=40	21597	0.4394		
heic	kodim20.png	q=30	10930	0.2224		
heic	kodim20.png	q=22	6010	0.1223		
heic	kodim20.png	q=15	3983	0.0810		
heic	kodim20.png	q=10	2737	0.0557		
heic	kodim20.png	q=5	2187	0.0445		
vvc	kodim20.png	qp=18	98604	2.0061		
vvc	kodim20.png	qp=24	60202	1.2248		
vvc	kodim20.png	qp=30	30591	0.6224		
vvc	kodim20.png	qp=36	13866	0.2821	34.228	0.91599
vvc	kodim20.png	qp=42	6380	0.1298	31.487	0.86252
vvc	kodim20.png	qp=48	2865	0.0583	28.926	0.81095
vvc	kodim20.png	qp=54	1600	0.0326	26.872	0.77193
vvc	kodim20.png	qp=60	817	0.0166	24.336	0.70261
c2d	kodim21.png	ratio=2	587934	11.9615	47.390	0.99633
c2d	kodim21.png	ratio=3	392463	7.9847	40.527	0.98453
c2d	kodim21.png	ratio=5	232395	4.7281	35.069	0.95390
c2d	kodim21.png	ratio=8	143972	2.9291	31.656	0.91308
c2d	kodim21.png	ratio=12	95747	1.9480	29.464	0.87191
c2d	kodim21.png	ratio=20	57006	1.1598	27.244	0.81338
c2d	kodim21.png	ratio=30	37477	0.7625	25.736	0.75909
c2d	kodim21.png	ratio=40	27822	0.5660	24.845	0.71925
c2d	kodim21.png	ratio=50	21828	0.4441	24.101	0.68452
c2d	kodim21.png	ratio=60	18646	0.3794	23.659	0.66222
c2d	kodim21.png	ratio=80	13789	0.2805	22.838	0.61933
c2d	kodim21.png	ratio=120	9058	0.1843	21.653	0.56665
c2d-ycocg	kodim21.png	ratio=2	589439	11.9922	56.725	0.99950
c2d-ycocg	kodim21.png	ratio=3	394482	8.0258	50.215	0.99698
c2d-ycocg	kodim21.png	ratio=5	234951	4.7801	43.453	0.98889
c2d-ycocg	kodim21.png	ratio=8	145415	2.9585	38.264	0.97075
c2d-ycocg	kodim21.png	ratio=12	95866	1.9504	34.668	0.94525
c2d-ycocg	kodim21.png	ratio=20	57253	1.1648	31.278	0.90328
c2d-ycocg	kodim21.png	ratio=30	38398	0.7812	29.020	0.86142
c2d-ycocg	kodim21.png	ratio=40	28722	0.5844	27.680	0.82769
c2d-ycocg	kodim21.png	ratio=50	22546	0.4587	26.624	0.79463
c2d-ycocg	kodim21.png	ratio=60	18849	0.3835	25.853	0.76792
c2d-ycocg	kodim21.png	ratio=80	13828	0.2813	24.655	0.71669
c2d-ycocg	kodim21.png	ratio=120	9258	0.1884	23.265	0.64872
c2di-ycocg	kodim21.png	ratio=2	583323	11.8677	61.075	0.99959
c2di-ycocg	kodim21.png	ratio=3	386138	7.8560	52.206	0.99706
c2di-ycocg	kodim21.png	ratio=5	231852	4.7170	46.491	0.98879
c2di-ycocg	kodim21.png	ratio=8	140491	2.8583	41.369	0.96817
c2di-ycocg	kodim21.png	ratio=12	93770	1.9078	37.928	0.95115
c2di-ycocg	kodim21.png	ratio=20	51405	1.0458	33.439	0.91707
c2di-ycocg	kodim21.png	ratio=30	31672	0.6444	30.664	0.87941
c2di-ycocg	kodim21.png	ratio=40	22024	0.4481	28.882	0.84370
c2di-ycocg	kodim21.png	ratio=50	15898	0.3234	27.505	0.80922
c2di-ycocg	kodim21.png	ratio=60	11344	0.2308	26.255	0.76991
c2di-ycocg	kodim21.png	ratio=80	6864	0.1396	24.642	0.70546
c2di-ycocg	kodim21.png	ratio=120	2297	0.0467	21.790	0.57230
c2di-ycocg+bp	kodim21.png	ratio=2	729741	14.8466	96.061	1.00000
c2di-ycocg+bp	kodim21.png	ratio=3	487142	9.9109	57.673	0.99912
c2di-ycocg+bp	kodim21.png	ratio=5	284411	5.7864	50.264	0.99540
c2di-ycocg+bp	kodim21.png	ratio=8	167268	3.4031	44.706	0.98328
c2di-ycocg+bp	kodim21.png	ratio=12	102824	2.0920	40.612	0.96437
c2di-ycocg+bp	kodim21.png	ratio=20	56623	1.1520	35.892	0.93870
c2di-ycocg+bp	kodim21.png	ratio=30	35352	0.7192	32.616	0.90777
c2di-ycocg+bp	kodim21.png	ratio=40	25192	0.5125	30.664	0.87941
c2di-ycocg+bp	kodim21.png	ratio=50	18805	0.3826	29.234	0.85171
c2di-ycocg+bp	kodim21.png	ratio=60	14855	0.3022	28.182	0.82613
c2di-ycocg+bp	kodim21.png	ratio=80	9698	0.1973	26.541	0.77950
c2di-ycocg+bp	kodim21.png	ratio=120	4398	0.0895	24.109	0.68260
c2di-ycocg+bp+lo	kodim21.png	ratio=2	742285	15.1018	80.057	1.00000
c2di-ycocg+bp+lo	kodim21.png	ratio=3	486542	9.8987	56.169	0.99922
c2di-ycocg+bp+lo	kodim21.png	ratio=5	284159	5.7812	49.490	0.99546
c2di-ycocg+bp+lo	kodim21.png	ratio=8	171903	3.4974	43.635	0.98390
c2di-ycocg+bp+lo	kodim21.png	ratio=12	109823	2.2344	39.605	0.96800
c2di-ycocg+bp+lo	kodim21.png	ratio=20	60377	1.2284	35.037	0.94149
c2di-ycocg+bp+lo	kodim21.png	ratio=30	38292	0.7791	32.110	0.91262
c2di-ycocg+bp+lo	kodim21.png	ratio=40	26798	0.5452	30.254	0.88594
c2di-ycocg+bp+lo	kodim21.png	ratio=50	19661	0.4000	28.844	0.85752
c2di-ycocg+bp+lo	kodim21.png	ratio=60	15242	0.3101	27.836	0.83336
c2di-ycocg+bp+lo	kodim21.png	ratio=80	9660	0.1965	26.156	0.77752
c2di-ycocg+bp+lo	kodim21.png	ratio=120	4533	0.0922	24.035	0.68502
jpeg	kodim21.png	q=95	169055	3.4394	40.487	0.97275
jpeg	kodim21.png	q=85	90579	1.8428	36.010	0.95224
jpeg	kodim21.png	q=75	65345	1.3294	33.904	0.93844
jpeg	kodim21.png	q=60	48963	0.9962	32.207	0.92354
jpeg	kodim21.png	q=45	40281	0.8195	31.117	0.91148
jpeg	kodim21.png	q=30	31777	0.6465	29.850	0.89347
jpeg	kodim21.png	q=18	23737	0.4829	28.243	0.86480
jpeg	kodim21.png	q=10	16598	0.3377	26.136	0.81560
jpeg	kodim21.png	q=5	11213	0.2281	23.405	0.72980
jpeg2k	kodim21.png	r=2	479785	9.7613	200.000	1.00000
jpeg2k	kodim21.png	r=4	294580	5.9932	49.185	0.99446
jpeg2k	kodim21.png	r=8	147187	2.9945	42.177	0.97253
jpeg2k	kodim21.png	r=16	73474	1.4948	37.590	0.94985
jpeg2k	kodim21.png	r=32	36844	0.7496	32.889	0.91603
jpeg2k	kodim21.png	r=64	18377	0.3739	29.275	0.86358
jpeg2k	kodim21.png	r=128	9231	0.1878	26.687	0.79888
jpegxl	kodim21.png	d=0.5	142995	2.9092	41.499	0.98133
jpegxl	kodim21.png	d=1.0	90174	1.8346	38.574	0.96673
jpegxl	kodim21.png	d=1.5	65804	1.3388	36.464	0.95383
jpegxl	kodim21.png	d=2.5	42201	0.8586	33.529	0.93145
jpegxl	kodim21.png	d=4.0	27265	0.5547	30.918	0.90141
jpegxl	kodim21.png	d=6.0	18872	0.3840	29.224	0.87094
jpegxl	kodim21.png	d=9.0	13720	0.2791	27.709	0.83210
jpegxl	kodim21.png	d=14.0	8893	0.1809	26.028	0.77279
webp	kodim21.png	q=98	184148	3.7465		
webp	kodim21.png	q=90	103782	2.1115		
webp	kodim21.png	q=80	58454	1.1892		
webp	kodim21.png	q=65	42676	0.8682		
webp	kodim21.png	q=50	35352	0.7192		
webp	kodim21.png	q=35	27136	0.5521		
webp	kodim21.png	q=25	22156	0.4508		
webp	kodim21.png	q=15	17296	0.3519		
webp	kodim21.png	q=8	13484	0.2743		
webp	kodim21.png	q=3	10300	0.2096		
avif	kodim21.png	q=85	95427	1.9415		
avif	kodim21.png	q=70	60598	1.2329		
avif	kodim21.png	q=55	33458	0.6807		
avif	kodim21.png	q=40	17835	0.3629		
avif	kodim21.png	q=30	11615	0.2363		
avif	kodim21.png	q=22	8227	0.1674		
avif	kodim21.png	q=15	5804	0.1181		
avif	kodim21.png	q=10	4851	0.0987		
avif	kodim21.png	q=5	3444	0.0701		
heic	kodim21.png	q=85	270972	5.5129		
heic	kodim21.png	q=70	169767	3.4539		
heic	kodim21.png	q=55	93209	1.8963		
heic	kodim21.png	q=40	35352	0.7192		
heic	kodim21.png	q=30	19183	0.3903		
heic	kodim21.png	q=22	10669	0.2171		
heic	kodim21.png	q=15	6658	0.1355		
heic	kodim21.png	q=10	3998	0.0813		
heic	kodim21.png	q=5	2920	0.0594		
vvc	kodim21.png	qp=18	138163	2.8109	40.269	0.98260
vvc	kodim21.png	qp=24	85131	1.7320	38.380	0.96785
vvc	kodim21.png	qp=30	44278	0.9008	35.566	0.94480
vvc	kodim21.png	qp=36	22544	0.4587	31.933	0.90972
vvc	kodim21.png	qp=42	10418	0.2120	28.391	0.84584
vvc	kodim21.png	qp=48	3604	0.0733	25.275	0.73877
vvc	kodim21.png	qp=54	1616	0.0329	23.362	0.65148
vvc	kodim21.png	qp=60	739	0.0150	21.444	0.56261
c2d	kodim22.png	ratio=2	587084	11.9443	49.791	0.99564
c2d	kodim22.png	ratio=3	395997	8.0566	43.574	0.98326
c2d	kodim22.png	ratio=5	232188	4.7239	37.972	0.95302
c2d	kodim22.png	ratio=8	144608	2.9421	34.531	0.91183
c2d	kodim22.png	ratio=12	95827	1.9496	32.234	0.86346
c2d	kodim22.png	ratio=20	56233	1.1441	29.920	0.78734
c2d	kodim22.png	ratio=30	37653	0.7661	28.370	0.72279
c2d	kodim22.png	ratio=40	28059	0.5709	27.333	0.67399
c2d	kodim22.png	ratio=50	22006	0.4477	26.461	0.63205
c2d	kodim22.png	ratio=60	18268	0.3717	25.842	0.60305
c2d	kodim22.png	ratio=80	13559	0.2759	24.833	0.55424
c2d	kodim22.png	ratio=120	8972	0.1825	23.527	0.50079
c2d-ycocg	kodim22.png	ratio=2	588394	11.9709	56.797	0.99915
c2d-ycocg	kodim22.png	ratio=3	393385	8.0034	50.174	0.99630
c2d-ycocg	kodim22.png	ratio=5	233257	4.7456	43.996	0.98545
c2d-ycocg	kodim22.png	ratio=8	144832	2.9466	39.349	0.96392
c2d-ycocg	kodim22.png	ratio=12	96860	1.9706	36.155	0.93660
c2d-ycocg	kodim22.png	ratio=20	57346	1.1667	32.853	0.88415
c2d-ycocg	kodim22.png	ratio=30	37667	0.7663	30.666	0.82685
c2d-ycocg	kodim22.png	ratio=40	28739	0.5847	29.475	0.78521
c2d-ycocg	kodim22.png	ratio=50	22343	0.4546	28.414	0.74009
c2d-ycocg	kodim22.png	ratio=60	18635	0.3791	27.670	0.70630
c2d-ycocg	kodim22.png	ratio=80	13761	0.2800	26.428	0.64519
c2d-ycocg	kodim22.png	ratio=120	9074	0.1846	24.739	0.55980
c2di-ycocg	kodim22.png	ratio=2	585135	11.9046	58.134	0.99937
c2di-ycocg	kodim22.png	ratio=3	392917	7.9939	50.982	0.99692
c2di-ycocg	kodim22.png	ratio=5	232197	4.7241	44.948	0.98814
c2di-ycocg	kodim22.png	ratio=8	140482	2.8581	40.011	0.96719
c2di-ycocg	kodim22.png	ratio=12	91079	1.8530	36.616	0.93985
c2di-ycocg	kodim22.png	ratio=20	50797	1.0335	33.032	0.88515
c2di-ycocg	kodim22.png	ratio=30	32291	0.6570	30.879	0.82962
c2di-ycocg	kodim22.png	ratio=40	21513	0.4377	29.297	0.77317
c2di-ycocg	kodim22.png	ratio=50	15382	0.3129	28.141	0.72146
c2di-ycocg	kodim22.png	ratio=60	12001	0.2442	27.370	0.68354
c2di-ycocg	kodim22.png	ratio=80	6863	0.1396	25.771	0.60047
c2di-ycocg	kodim22.png	ratio=120	2249	0.0458	23.221	0.48689
c2di-ycocg+bp	kodim22.png	ratio=2	736873	14.9917	82.221	1.00000
c2di-ycocg+bp	kodim22.png	ratio=3	495277	10.0764	55.601	0.99889
c2di-ycocg+bp	kodim22.png	ratio=5	283728	5.7725	48.509	0.99465
c2di-ycocg+bp	kodim22.png	ratio=8	169597	3.4505	43.134	0.98239
c2di-ycocg+bp	kodim22.png	ratio=12	106625	2.1693	39.144	0.96156
c2di-ycocg+bp	kodim22.png	ratio=20	58697	1.1942	34.987	0.91931
c2di-ycocg+bp	kodim22.png	ratio=30	38785	0.7891	32.656	0.87726
c2di-ycocg+bp	kodim22.png	ratio=40	26250	0.5341	30.879	0.82962
c2di-ycocg+bp	kodim22.png	ratio=50	20398	0.4150	29.888	0.79543
c2di-ycocg+bp	kodim22.png	ratio=60	14569	0.2964	28.706	0.74794
c2di-ycocg+bp	kodim22.png	ratio=80	9378	0.1908	27.370	0.68354
c2di-ycocg+bp	kodim22.png	ratio=120	4119	0.0838	25.197	0.56959
c2di-ycocg+bp+lo	kodim22.png	ratio=2	717027	14.5880	72.295	0.99997
c2di-ycocg+bp+lo	kodim22.png	ratio=3	493508	10.0404	54.604	0.99863
c2di-ycocg+bp+lo	kodim22.png	ratio=5	289212	5.8840	48.051	0.99412
c2di-ycocg+bp+lo	kodim22.png	ratio=8	173853	3.5370	42.564	0.98084
c2di-ycocg+bp+lo	kodim22.png	ratio=12	108617	2.2098	38.434	0.95914
c2di-ycocg+bp+lo	kodim22.png	ratio=20	62641	1.2744	34.648	0.91987
c2di-ycocg+bp+lo	kodim22.png	ratio=30	38350	0.7802	32.110	0.87001
c2di-ycocg+bp+lo	kodim22.png	ratio=40	27642	0.5624	30.814	0.83585
c2di-ycocg+bp+lo	kodim22.png	ratio=50	21082	0.4289	29.842	0.80009
c2di-ycocg+bp+lo	kodim22.png	ratio=60	15992	0.3254	28.934	0.76571
c2di-ycocg+bp+lo	kodim22.png	ratio=80	10237	0.2083	27.556	0.70341
c2di-ycocg+bp+lo	kodim22.png	ratio=120	4843	0.0985	25.447	0.59667
jpeg	kodim22.png	q=95	173280	3.5254	39.481	0.97250
jpeg	kodim22.png	q=85	93383	1.8999	35.591	0.94375
jpeg	kodim22.png	q=75	67815	1.3797	33.818	0.92277
jpeg	kodim22.png	q=60	50515	1.0277	32.391	0.89931
jpeg	kodim22.png	q=45	40927	0.8327	31.406	0.87896
jpeg	kodim22.png	q=30	31214	0.6351	30.218	0.84912
jpeg	kodim22.png	q=18	22134	0.4503	28.644	0.80171
jpeg	kodim22.png	q=10	14572	0.2965	26.728	0.72299
jpeg	kodim22.png	q=5	9687	0.1971	24.244	0.60121
jpeg2k	kodim22.png	r=2	496099	10.0932	200.000	1.00000
jpeg2k	kodim22.png	r=4	294414	5.9899	48.297	0.99477
jpeg2k	kodim22.png	r=8	147382	2.9985	41.436	0.97511
jpeg2k	kodim22.png	r=16	73602	1.4974	36.477	0.94084
jpeg2k	kodim22.png	r=32	36834	0.7494	32.595	0.88165
jpeg2k	kodim22.png	r=64	18445	0.3753	29.906	0.80993
jpeg2k	kodim22.png	r=128	9186	0.1869	27.811	0.71980
jpegxl	kodim22.png	d=0.5	160627	3.2680	40.813	0.98038
jpegxl	kodim22.png	d=1.0	99559	2.0255	37.732	0.96111
jpegxl	kodim22.png	d=1.5	71226	1.4491		
jpegxl	kodim22.png	d=2.5	44464	0.9046		
jpegxl	kodim22.png	d=4.0	28841	0.5868		
jpegxl	kodim22.png	d=6.0	19779	0.4024		
jpegxl	kodim22.png	d=9.0	13773	0.2802		
jpegxl	kodim22.png	d=14.0	8657	0.1761		
webp	kodim22.png	q=98	193626	3.9393		
webp	kodim22.png	q=90	110306	2.2442		
webp	kodim22.png	q=80	63200	1.2858		
webp	kodim22.png	q=65	43092	0.8767		
webp	kodim22.png	q=50	34256	0.6969		
webp	kodim22.png	q=35	25926	0.5275		
webp	kodim22.png	q=25	20582	0.4187		
webp	kodim22.png	q=15	15158	0.3084		
webp	kodim22.png	q=8	11198	0.2278		
webp	kodim22.png	q=3	8318	0.1692		
avif	kodim22.png	q=85	105791	2.1523		
avif	kodim22.png	q=70	69941	1.4230		
avif	kodim22.png	q=55	40146	0.8168		
avif	kodim22.png	q=40	20281	0.4126		
avif	kodim22.png	q=30	12892	0.2623		
avif	kodim22.png	q=22	8843	0.1799		
avif	kodim22.png	q=15	6177	0.1257		
avif	kodim22.png	q=10	5213	0.1061		
avif	kodim22.png	q=5	3841	0.0781		
heic	kodim22.png	q=85	278869	5.6736		
heic	kodim22.png	q=70	169144	3.4412		
heic	kodim22.png	q=55	92917	1.8904		
heic	kodim22.png	q=40	37530	0.7635		
heic	kodim22.png	q=30	18577	0.3780		
heic	kodim22.png	q=22	9585	0.1950		
heic	kodim22.png	q=15	5587	0.1137	27.395	0.68902
heic	kodim22.png	q=10	3417	0.0695	26.275	0.62324
heic	kodim22.png	q=5	2478	0.0504	25.447	0.58005
vvc	kodim22.png	qp=18	147494	3.0008	39.518	0.98118
vvc	kodim22.png	qp=24	94842	1.9296	37.921	0.96833
vvc	kodim22.png	qp=30	49775	1.0127	35.236	0.93754
vvc	kodim22.png	qp=36	22367	0.4551	31.759	0.87148
vvc	kodim22.png	qp=42	9754	0.1984	29.010	0.77386
vvc	kodim22.png	qp=48	3397	0.0691	26.609	0.65205
vvc	kodim22.png	qp=54	1566	0.0319	24.940	0.56949
vvc	kodim22.png	qp=60	693	0.0141	22.869	0.49024
c2d	kodim23.png	ratio=2	591853	12.0413	56.639	0.99855
c2d	kodim23.png	ratio=3	390907	7.9530	49.619	0.99294
c2d	kodim23.png	ratio=5	231598	4.7119	44.905	0.98057
c2d	kodim23.png	ratio=8	145375	2.9577	41.971	0.96766
c2d	kodim23.png	ratio=12	95898	1.9510	39.413	0.95366
c2d	kodim23.png	ratio=20	57226	1.1643	36.235	0.92858
c2d	kodim23.png	ratio=30	37900	0.7711	33.697	0.90065
c2d	kodim23.png	ratio=40	28099	0.5717	31.904	0.87517
c2d	kodim23.png	ratio=50	22419	0.4561	30.610	0.85420
c2d	kodim23.png	ratio=60	18301	0.3723	29.386	0.83326
c2d	kodim23.png	ratio=80	13674	0.2782	27.602	0.79892
c2d	kodim23.png	ratio=120	9049	0.1841	24.996	0.74748
c2d-ycocg	kodim23.png	ratio=2	585764	11.9174	63.691	0.99971
c2d-ycocg	kodim23.png	ratio=3	390466	7.9441	53.387	0.99709
c2d-ycocg	kodim23.png	ratio=5	234363	4.7681	48.492	0.99133
c2d-ycocg	kodim23.png	ratio=8	145725	2.9648	44.798	0.98093
c2d-ycocg	kodim23.png	ratio=12	96629	1.9659	42.187	0.96947
c2d-ycocg	kodim23.png	ratio=20	57544	1.1707	39.079	0.95183
c2d-ycocg	kodim23.png	ratio=30	38476	0.7828	36.472	0.93097
c2d-ycocg	kodim23.png	ratio=40	28438	0.5786	34.572	0.91011
c2d-ycocg	kodim23.png	ratio=50	22508	0.4579	33.055	0.89067
c2d-ycocg	kodim23.png	ratio=60	18529	0.3770	31.747	0.87083
c2d-ycocg	kodim23.png	ratio=80	13783	0.2804	29.701	0.83764
c2d-ycocg	kodim23.png	ratio=120	9276	0.1887	26.916	0.78052
c2di-ycocg	kodim23.png	ratio=2	586365	11.9296	67.826	0.99989
c2di-ycocg	kodim23.png	ratio=3	387674	7.8872	54.364	0.99766
c2di-ycocg	kodim23.png	ratio=5	234829	4.7776	49.492	0.99301
c2di-ycocg	kodim23.png	ratio=8	140630	2.8611	45.523	0.98339
c2di-ycocg	kodim23.png	ratio=12	95283	1.9385	43.094	0.97354
c2di-ycocg	kodim23.png	ratio=20	55629	1.1318	40.039	0.95718
c2di-ycocg	kodim23.png	ratio=30	34090	0.6936	37.194	0.93574
c2di-ycocg	kodim23.png	ratio=40	22937	0.4667	34.962	0.91198
c2di-ycocg	kodim23.png	ratio=50	17105	0.3480	33.369	0.89064
c2di-ycocg	kodim23.png	ratio=60	12603	0.2564	31.723	0.86555
c2di-ycocg	kodim23.png	ratio=80	6927	0.1409	28.695	0.81223
c2di-ycocg	kodim23.png	ratio=120	2278	0.0463	23.959	0.72131
c2di-ycocg+bp	kodim23.png	ratio=2	745565	15.1686	200.000	1.00000
c2di-ycocg+bp	kodim23.png	ratio=3	504307	10.2602	62.826	0.99965
c2di-ycocg+bp	kodim23.png	ratio=5	281077	5.7185	51.910	0.99593
c2di-ycocg+bp	kodim23.png	ratio=8	164417	3.3451	47.888	0.99002
c2di-ycocg+bp	kodim23.png	ratio=12	107398	2.1850	45.156	0.98207
c2di-ycocg+bp	kodim23.png	ratio=20	56275	1.1449	41.860	0.96746
c2di-ycocg+bp	kodim23.png	ratio=30	33280	0.6771	39.129	0.95132
c2di-ycocg+bp	kodim23.png	ratio=40	23549	0.4791	37.194	0.93574
c2di-ycocg+bp	kodim23.png	ratio=50	17687	0.3598	35.610	0.91961
c2di-ycocg+bp	kodim23.png	ratio=60	13199	0.2685	33.995	0.89900
c2di-ycocg+bp	kodim23.png	ratio=80	8719	0.1774	31.723	0.86555
c2di-ycocg+bp	kodim23.png	ratio=120	3910	0.0795	27.659	0.79060
c2di-ycocg+bp+lo	kodim23.png	ratio=2	758264	15.4269	105.838	1.00000
c2di-ycocg+bp+lo	kodim23.png	ratio=3	501651	10.2061	60.555	0.99942
c2di-ycocg+bp+lo	kodim23.png	ratio=5	290288	5.9059	51.729	0.99578
c2di-ycocg+bp+lo	kodim23.png	ratio=8	167829	3.4145	47.355	0.98878
c2di-ycocg+bp+lo	kodim23.png	ratio=12	108586	2.2092	44.667	0.98060
c2di-ycocg+bp+lo	kodim23.png	ratio=20	58819	1.1967	41.647	0.96806
c2di-ycocg+bp+lo	kodim23.png	ratio=30	34987	0.7118	38.842	0.95217
c2di-ycocg+bp+lo	kodim23.png	ratio=40	24602	0.5005	37.045	0.93962
c2di-ycocg+bp+lo	kodim23.png	ratio=50	18106	0.3684	35.363	0.92423
c2di-ycocg+bp+lo	kodim23.png	ratio=60	14562	0.2963	34.249	0.91194
c2di-ycocg+bp+lo	kodim23.png	ratio=80	9525	0.1938	31.927	0.87976
c2di-ycocg+bp+lo	kodim23.png	ratio=120	4453	0.0906	28.063	0.80661
jpeg	kodim23.png	q=95	118043	2.4016	41.277	0.97261
jpeg	kodim23.png	q=85	58733	1.1949	38.558	0.95632
jpeg	kodim23.png	q=75	41907	0.8526	37.115	0.94597
jpeg	kodim23.png	q=60	31631	0.6435	35.732	0.93385
jpeg	kodim23.png	q=45	26125	0.5315	34.755	0.92356
jpeg	kodim23.png	q=30	20620	0.4195	33.383	0.90651
jpeg	kodim23.png	q=18	15706	0.3195	31.463	0.87774
jpeg	kodim23.png	q=10	11763	0.2393	28.865	0.83129
jpeg	kodim23.png	q=5	9156	0.1863	25.228	0.75770
jpeg2k	kodim23.png	r=2	417981	8.5038	200.000	1.00000
jpeg2k	kodim23.png	r=4	294842	5.9986	51.270	0.99561
jpeg2k	kodim23.png	r=8	147449	2.9999	45.417	0.98348
jpeg2k	kodim23.png	r=16	73685	1.4991		
jpeg2k	kodim23.png	r=32	36879	0.7503		
jpeg2k	kodim23.png	r=64	18398	0.3743		
jpeg2k	kodim23.png	r=128	9187	0.1869		
jpegxl	kodim23.png	d=0.5	107208	2.1812		
jpegxl	kodim23.png	d=1.0	59188	1.2042		
jpegxl	kodim23.png	d=1.5	40975	0.8336		
jpegxl	kodim23.png	d=2.5	25862	0.5262		
jpegxl	kodim23.png	d=4.0	17756	0.3612		
jpegxl	kodim23.png	d=6.0	13001	0.2645		
jpegxl	kodim23.png	d=9.0	9803	0.1994		
jpegxl	kodim23.png	d=14.0	6932	0.1410		
webp	kodim23.png	q=98	132290	2.6914		
webp	kodim23.png	q=90	56226	1.1439		
