codec	image	setting	bytes	bpp	psnr_db	ssim
c2di-ycocg+bp	4.2.05.png	ratio=20	38324	1.1696	37.225	0.94033
c2di-ycocg+bp	4.2.05.png	ratio=30	21966	0.6703	34.371	0.91400
c2di-ycocg+bp	4.2.05.png	ratio=40	15025	0.4585	32.409	0.89017
c2di-ycocg+bp	4.2.05.png	ratio=50	10872	0.3318	30.771	0.86561
c2di-ycocg+bp	4.2.05.png	ratio=60	8345	0.2547	29.522	0.84397
c2di-ycocg+bp	4.2.05.png	ratio=80	4802	0.1465	26.999	0.79321
c2di-ycocg+bp	4.2.05.png	ratio=120	1770	0.0540	22.873	0.67380
c2di-ycocg+bp+lo	4.2.05.png	ratio=2	485107	14.8043	69.467	0.99993
c2di-ycocg+bp+lo	4.2.05.png	ratio=3	323418	9.8699	53.059	0.99720
c2di-ycocg+bp+lo	4.2.05.png	ratio=5	183891	5.6119	46.478	0.98894
c2di-ycocg+bp+lo	4.2.05.png	ratio=8	110528	3.3730	42.560	0.97699
c2di-ycocg+bp+lo	4.2.05.png	ratio=12	71492	2.1818	40.025	0.96492
c2di-ycocg+bp+lo	4.2.05.png	ratio=20	37640	1.1487	36.703	0.94301
c2di-ycocg+bp+lo	4.2.05.png	ratio=30	23096	0.7048	34.261	0.92028
c2di-ycocg+bp+lo	4.2.05.png	ratio=40	15701	0.4792	32.436	0.90115
c2di-ycocg+bp+lo	4.2.05.png	ratio=50	11277	0.3441	30.763	0.87561
c2di-ycocg+bp+lo	4.2.05.png	ratio=60	8855	0.2702	29.506	0.85938
c2di-ycocg+bp+lo	4.2.05.png	ratio=80	5164	0.1576	27.184	0.80591
c2di-ycocg+bp+lo	4.2.05.png	ratio=120	1824	0.0557	23.024	0.68238
jpeg	4.2.05.png	q=95	99939	3.0499	34.917	0.95107
jpeg	4.2.05.png	q=85	52402	1.5992	33.468	0.93275
jpeg	4.2.05.png	q=75	38679	1.1804	32.608	0.92235
jpeg	4.2.05.png	q=60	29522	0.9009	31.552	0.90856
jpeg	4.2.05.png	q=45	24310	0.7419	30.892	0.89967
jpeg	4.2.05.png	q=30	19255	0.5876	30.061	0.88259
jpeg	4.2.05.png	q=18	14543	0.4438	28.614	0.86013
jpeg	4.2.05.png	q=10	10577	0.3228	26.870	0.82616
jpeg	4.2.05.png	q=5	7711	0.2353	24.418	0.77646
jpeg2k	4.2.05.png	r=2	378027	11.5365	200.000	1.00000
jpeg2k	4.2.05.png	r=4	196594	5.9996	45.026	0.98475
jpeg2k	4.2.05.png	r=8	98159	2.9956	40.845	0.96625
jpeg2k	4.2.05.png	r=16	48879	1.4917	37.706	0.94645
jpeg2k	4.2.05.png	r=32	24519	0.7483	34.676	0.92069
jpeg2k	4.2.05.png	r=64	12272	0.3745	31.602	0.88727
jpeg2k	4.2.05.png	r=128	6146	0.1876	28.526	0.84113
jpegxl	4.2.05.png	d=0.5	94231	2.8757	40.680	0.97404
jpegxl	4.2.05.png	d=1.0	54509	1.6635	38.527	0.96121
jpegxl	4.2.05.png	d=1.5	39131	1.1942	36.996	0.95124
jpegxl	4.2.05.png	d=2.5	25410	0.7755	35.050	0.93462
jpegxl	4.2.05.png	d=4.0	17119	0.5224	33.119	0.91546
jpegxl	4.2.05.png	d=6.0	13012	0.3971	31.733	0.89618
jpegxl	4.2.05.png	d=9.0	9537	0.2910	30.270	0.87158
jpegxl	4.2.05.png	d=14.0	6312	0.1926	27.948	0.82713
webp	4.2.05.png	q=98	108570	3.3133	35.788	0.96091
webp	4.2.05.png	q=90	54050	1.6495	34.834	0.94630
webp	4.2.05.png	q=80	28734	0.8769	33.475	0.92506
webp	4.2.05.png	q=65	19974	0.6096	32.412	0.91089
webp	4.2.05.png	q=50	16272	0.4966	31.754	0.90114
webp	4.2.05.png	q=35	12854	0.3923	30.926	0.88894
webp	4.2.05.png	q=25	10564	0.3224	30.208	0.87737
webp	4.2.05.png	q=15	8488	0.2590	29.544	0.86453
webp	4.2.05.png	q=8	6956	0.2123	28.817	0.84901
webp	4.2.05.png	q=3	5672	0.1731	28.014	0.83173
avif	4.2.05.png	q=85	51594	1.5745	38.944	0.96122
avif	4.2.05.png	q=70	31684	0.9669	37.103	0.94786
avif	4.2.05.png	q=55	17879	0.5456	34.870	0.93054
avif	4.2.05.png	q=40	9947	0.3036	32.546	0.90526
avif	4.2.05.png	q=30	6923	0.2113	31.033	0.88367
avif	4.2.05.png	q=22	5253	0.1603	29.874	0.86345
avif	4.2.05.png	q=15	3985	0.1216	28.695	0.84098
avif	4.2.05.png	q=10	3487	0.1064	28.026	0.82579
avif	4.2.05.png	q=5	2731	0.0833	26.882	0.80014
heic	4.2.05.png	q=85	165952	5.0645	35.217	0.96644
heic	4.2.05.png	q=70	92911	2.8354	34.844	0.95900
heic	4.2.05.png	q=55	42403	1.2940	33.887	0.94271
heic	4.2.05.png	q=40	15829	0.4831	32.014	0.91047
heic	4.2.05.png	q=30	9018	0.2752	30.412	0.88338
heic	4.2.05.png	q=22	5767	0.1760	29.050	0.85571
heic	4.2.05.png	q=15	4119	0.1257	27.816	0.82573
heic	4.2.05.png	q=10	2932	0.0895	26.595	0.79698
heic	4.2.05.png	q=5	2258	0.0689	25.661	0.76721
vvc	4.2.05.png	qp=18	93456	2.8521	34.931	0.96166
vvc	4.2.05.png	qp=24	56587	1.7269	34.533	0.95339
vvc	4.2.05.png	qp=30	27147	0.8285	33.714	0.93578
vvc	4.2.05.png	qp=36	13242	0.4041	32.390	0.91258
vvc	4.2.05.png	qp=42	7448	0.2273	30.810	0.88578
vvc	4.2.05.png	qp=48	3515	0.1073	28.686	0.83869
vvc	4.2.05.png	qp=54	1952	0.0596	26.502	0.78360
vvc	4.2.05.png	qp=60	958	0.0292	23.563	0.69274
c2d	4.2.06.png	ratio=2	393491	12.0084	47.132	0.99348
c2d	4.2.06.png	ratio=3	260576	7.9521	40.182	0.97202
c2d	4.2.06.png	ratio=5	156259	4.7686	34.858	0.92093
c2d	4.2.06.png	ratio=8	95037	2.9003	31.699	0.85927
c2d	4.2.06.png	ratio=12	63141	1.9269	29.794	0.81104
c2d	4.2.06.png	ratio=20	37329	1.1392	27.613	0.74887
c2d	4.2.06.png	ratio=30	25097	0.7659	26.027	0.69699
c2d	4.2.06.png	ratio=40	18636	0.5687	24.878	0.65373
c2d	4.2.06.png	ratio=50	14581	0.4450	23.911	0.61569
c2d	4.2.06.png	ratio=60	12191	0.3720	23.162	0.58688
c2d	4.2.06.png	ratio=80	9066	0.2767	21.820	0.53039
c2d	4.2.06.png	ratio=120	6092	0.1859	19.876	0.44937
c2d-ycocg	4.2.06.png	ratio=2	391510	11.9479	47.565	0.99420
c2d-ycocg	4.2.06.png	ratio=3	260077	7.9369	40.733	0.97562
c2d-ycocg	4.2.06.png	ratio=5	154106	4.7029	35.306	0.92984
c2d-ycocg	4.2.06.png	ratio=8	96423	2.9426	32.404	0.88078
c2d-ycocg	4.2.06.png	ratio=12	64064	1.9551	30.685	0.84081
c2d-ycocg	4.2.06.png	ratio=20	38461	1.1737	28.749	0.79561
c2d-ycocg	4.2.06.png	ratio=30	25189	0.7687	27.179	0.75422
c2d-ycocg	4.2.06.png	ratio=40	18796	0.5736	26.034	0.71948
c2d-ycocg	4.2.06.png	ratio=50	14797	0.4516	25.130	0.68696
c2d-ycocg	4.2.06.png	ratio=60	12325	0.3761	24.458	0.66319
c2d-ycocg	4.2.06.png	ratio=80	9077	0.2770	23.246	0.61412
c2d-ycocg	4.2.06.png	ratio=120	6137	0.1873	21.497	0.53789
c2di-ycocg	4.2.06.png	ratio=2	401883	12.2645	48.804	0.99556
c2di-ycocg	4.2.06.png	ratio=3	260351	7.9453	41.291	0.97816
c2di-ycocg	4.2.06.png	ratio=5	155320	4.7400	35.743	0.93381
c2di-ycocg	4.2.06.png	ratio=8	93502	2.8535	32.575	0.88024
c2di-ycocg	4.2.06.png	ratio=12	61695	1.8828	30.857	0.84086
c2di-ycocg	4.2.06.png	ratio=20	32767	1.0000	28.635	0.78904
c2di-ycocg	4.2.06.png	ratio=30	20602	0.6287	27.055	0.74778
c2di-ycocg	4.2.06.png	ratio=40	14000	0.4272	25.774	0.70688
c2di-ycocg	4.2.06.png	ratio=50	9475	0.2892	24.506	0.66299
c2di-ycocg	4.2.06.png	ratio=60	6984	0.2131	23.552	0.62489
c2di-ycocg	4.2.06.png	ratio=80	3463	0.1057	21.406	0.53451
c2di-ycocg	4.2.06.png	ratio=120	356	0.0109	16.092	0.34285
c2di-ycocg+bp	4.2.06.png	ratio=2	502106	15.3231	55.618	0.99902
c2di-ycocg+bp	4.2.06.png	ratio=3	333410	10.1749	46.537	0.99269
c2di-ycocg+bp	4.2.06.png	ratio=5	187757	5.7299	38.430	0.96102
c2di-ycocg+bp	4.2.06.png	ratio=8	113781	3.4723	34.274	0.91218
c2di-ycocg+bp	4.2.06.png	ratio=12	76464	2.3335	32.196	0.87173
c2di-ycocg+bp	4.2.06.png	ratio=20	41770	1.2747	30.003	0.82101
c2di-ycocg+bp	4.2.06.png	ratio=30	25615	0.7817	28.374	0.78236
c2di-ycocg+bp	4.2.06.png	ratio=40	17221	0.5255	27.055	0.74778
c2di-ycocg+bp	4.2.06.png	ratio=50	12611	0.3849	26.037	0.71563
c2di-ycocg+bp	4.2.06.png	ratio=60	9164	0.2797	25.024	0.68041
c2di-ycocg+bp	4.2.06.png	ratio=80	5726	0.1747	23.552	0.62489
c2di-ycocg+bp	4.2.06.png	ratio=120	1796	0.0548	20.126	0.47300
c2di-ycocg+bp+lo	4.2.06.png	ratio=2	491201	14.9903	54.146	0.99865
c2di-ycocg+bp+lo	4.2.06.png	ratio=3	322776	9.8503	45.180	0.99029
c2di-ycocg+bp+lo	4.2.06.png	ratio=5	189086	5.7704	37.739	0.95556
c2di-ycocg+bp+lo	4.2.06.png	ratio=8	118015	3.6015	34.010	0.90885
c2di-ycocg+bp+lo	4.2.06.png	ratio=12	73063	2.2297	31.807	0.86759
c2di-ycocg+bp+lo	4.2.06.png	ratio=20	41105	1.2544	29.856	0.82757
c2di-ycocg+bp+lo	4.2.06.png	ratio=30	25215	0.7695	28.251	0.79096
c2di-ycocg+bp+lo	4.2.06.png	ratio=40	17313	0.5284	27.070	0.75826
c2di-ycocg+bp+lo	4.2.06.png	ratio=50	12710	0.3879	26.142	0.72923
c2di-ycocg+bp+lo	4.2.06.png	ratio=60	9841	0.3003	25.329	0.70000
c2di-ycocg+bp+lo	4.2.06.png	ratio=80	5605	0.1711	23.588	0.63256
c2di-ycocg+bp+lo	4.2.06.png	ratio=120	2040	0.0623	20.575	0.49980
jpeg	4.2.06.png	q=95	146830	4.4809	30.877	0.88706
jpeg	4.2.06.png	q=85	74433	2.2715	29.365	0.84651
jpeg	4.2.06.png	q=75	52482	1.6016	28.653	0.82773
jpeg	4.2.06.png	q=60	39379	1.2018	28.011	0.80916
jpeg	4.2.06.png	q=45	32017	0.9771	27.506	0.79481
jpeg	4.2.06.png	q=30	24819	0.7574	26.843	0.77532
jpeg	4.2.06.png	q=18	18187	0.5550	25.857	0.74425
jpeg	4.2.06.png	q=10	12667	0.3866	24.388	0.69847
jpeg	4.2.06.png	q=5	8668	0.2645	22.082	0.62258
jpeg2k	4.2.06.png	r=2	393086	11.9960	46.735	0.99348
jpeg2k	4.2.06.png	r=4	196172	5.9867	37.367	0.95343
jpeg2k	4.2.06.png	r=8	98193	2.9966	32.638	0.88831
jpeg2k	4.2.06.png	r=16	49149	1.4999	30.293	0.83675
jpeg2k	4.2.06.png	r=32	24571	0.7498	28.297	0.78922
jpeg2k	4.2.06.png	r=64	12091	0.3690	26.117	0.73781
jpeg2k	4.2.06.png	r=128	6154	0.1878	24.164	0.67453
jpegxl	4.2.06.png	d=0.5	143971	4.3936	32.836	0.92416
jpegxl	4.2.06.png	d=1.0	86868	2.6510	31.102	0.89096
jpegxl	4.2.06.png	d=1.5	58128	1.7739	30.130	0.86201
jpegxl	4.2.06.png	d=2.5	32751	0.9995	28.742	0.81874
jpegxl	4.2.06.png	d=4.0	21104	0.6440	27.408	0.78288
jpegxl	4.2.06.png	d=6.0	15412	0.4703	26.559	0.75632
jpegxl	4.2.06.png	d=9.0	12520	0.3821	25.673	0.72410
jpegxl	4.2.06.png	d=14.0	8396	0.2562	24.718	0.68422
webp	4.2.06.png	q=98	156948	4.7897	31.352	0.90324
webp	4.2.06.png	q=90	94976	2.8984	30.775	0.88757
webp	4.2.06.png	q=80	58358	1.7809	29.700	0.85524
webp	4.2.06.png	q=65	37632	1.1484	28.717	0.82512
webp	4.2.06.png	q=50	29842	0.9107	28.171	0.80837
webp	4.2.06.png	q=35	21922	0.6690	27.443	0.78713
webp	4.2.06.png	q=25	17286	0.5275	26.866	0.76955
webp	4.2.06.png	q=15	13302	0.4059	26.268	0.74969
webp	4.2.06.png	q=8	10576	0.3228	25.645	0.72765
webp	4.2.06.png	q=3	8348	0.2548	25.040	0.70210
avif	4.2.06.png	q=85	95220	2.9059	33.501	0.91480
avif	4.2.06.png	q=70	57494	1.7546	31.615	0.88232
avif	4.2.06.png	q=55	28593	0.8726	29.599	0.83350
avif	4.2.06.png	q=40	14829	0.4525	28.045	0.78841
avif	4.2.06.png	q=30	10095	0.3081	27.041	0.75738
avif	4.2.06.png	q=22	7662	0.2338	26.208	0.73125
avif	4.2.06.png	q=15	5745	0.1753	25.342	0.70241
avif	4.2.06.png	q=10	4909	0.1498	24.864	0.68562
avif	4.2.06.png	q=5	3639	0.1111	23.929	0.64757
heic	4.2.06.png	q=85	211593	6.4573	31.273	0.90976
heic	4.2.06.png	q=70	137939	4.2096	31.061	0.90250
heic	4.2.06.png	q=55	77836	2.3754	30.339	0.88053
heic	4.2.06.png	q=40	27210	0.8304	28.375	0.81698
heic	4.2.06.png	q=30	13826	0.4219	26.949	0.77006
heic	4.2.06.png	q=22	8587	0.2621	25.844	0.72878
heic	4.2.06.png	q=15	5992	0.1829	24.872	0.69196
heic	4.2.06.png	q=10	4065	0.1241	23.798	0.64478
heic	4.2.06.png	q=5	3071	0.0937	23.000	0.61176
vvc	4.2.06.png	qp=18	122618	3.7420	31.208	0.90172
vvc	4.2.06.png	qp=24	81389	2.4838	30.779	0.88755
vvc	4.2.06.png	qp=30	43771	1.3358	29.908	0.85739
vvc	4.2.06.png	qp=36	17211	0.5252	28.287	0.79970
vvc	4.2.06.png	qp=42	8981	0.2741	26.849	0.75333
vvc	4.2.06.png	qp=48	4192	0.1279	25.036	0.68888
vvc	4.2.06.png	qp=54	2146	0.0655	23.027	0.60809
vvc	4.2.06.png	qp=60	1006	0.0307	20.723	0.50044
c2d	4.2.07.png	ratio=2	394695	12.0451	49.970	0.99585
c2d	4.2.07.png	ratio=3	259235	7.9112	42.929	0.97893
c2d	4.2.07.png	ratio=5	153310	4.6786	37.720	0.93373
c2d	4.2.07.png	ratio=8	96120	2.9333	35.009	0.88469
c2d	4.2.07.png	ratio=12	64480	1.9678	33.414	0.84590
c2d	4.2.07.png	ratio=20	38459	1.1737	31.581	0.80207
c2d	4.2.07.png	ratio=30	25174	0.7682	29.881	0.76274
c2d	4.2.07.png	ratio=40	18754	0.5723	28.521	0.72741
c2d	4.2.07.png	ratio=50	14751	0.4502	27.276	0.69415
c2d	4.2.07.png	ratio=60	12347	0.3768	26.345	0.66525
c2d	4.2.07.png	ratio=80	9136	0.2788	24.588	0.61676
c2d	4.2.07.png	ratio=120	6040	0.1843	22.078	0.54168
c2d-ycocg	4.2.07.png	ratio=2	388843	11.8665	49.266	0.99521
c2d-ycocg	4.2.07.png	ratio=3	261063	7.9670	42.565	0.97774
c2d-ycocg	4.2.07.png	ratio=5	157403	4.8036	37.550	0.93326
c2d-ycocg	4.2.07.png	ratio=8	96946	2.9586	34.877	0.88477
c2d-ycocg	4.2.07.png	ratio=12	62338	1.9024	33.278	0.84637
c2d-ycocg	4.2.07.png	ratio=20	38372	1.1710	31.677	0.80821
c2d-ycocg	4.2.07.png	ratio=30	25011	0.7633	29.992	0.77047
c2d-ycocg	4.2.07.png	ratio=40	18769	0.5728	28.737	0.74101
c2d-ycocg	4.2.07.png	ratio=50	15124	0.4615	27.688	0.71634
c2d-ycocg	4.2.07.png	ratio=60	12168	0.3713	26.524	0.68855
c2d-ycocg	4.2.07.png	ratio=80	9224	0.2815	24.983	0.64327
c2d-ycocg	4.2.07.png	ratio=120	6098	0.1861	22.580	0.56799
c2di-ycocg	4.2.07.png	ratio=2	395545	12.0711	50.373	0.99631
c2di-ycocg	4.2.07.png	ratio=3	260329	7.9446	43.130	0.98044
c2di-ycocg	4.2.07.png	ratio=5	158486	4.8366	38.021	0.93985
c2di-ycocg	4.2.07.png	ratio=8	92519	2.8235	35.026	0.88816
c2di-ycocg	4.2.07.png	ratio=12	60010	1.8314	33.525	0.85190
c2di-ycocg	4.2.07.png	ratio=20	35383	1.0798	32.015	0.81374
c2di-ycocg	4.2.07.png	ratio=30	21588	0.6588	30.340	0.77666
c2di-ycocg	4.2.07.png	ratio=40	14110	0.4306	28.687	0.73780
c2di-ycocg	4.2.07.png	ratio=50	9606	0.2932	27.101	0.69845
c2di-ycocg	4.2.07.png	ratio=60	6968	0.2126	25.626	0.65823
c2di-ycocg	4.2.07.png	ratio=80	3599	0.1098	23.029	0.57942
c2di-ycocg	4.2.07.png	ratio=120	391	0.0119	16.562	0.41148
c2di-ycocg+bp	4.2.07.png	ratio=2	508205	15.5092	58.318	0.99942
c2di-ycocg+bp	4.2.07.png	ratio=3	337687	10.3054	48.039	0.99362
c2di-ycocg+bp	4.2.07.png	ratio=5	200798	6.1279	40.736	0.96664
c2di-ycocg+bp	4.2.07.png	ratio=8	115916	3.5375	36.612	0.91889
c2di-ycocg+bp	4.2.07.png	ratio=12	74648	2.2781	34.693	0.88061
c2di-ycocg+bp	4.2.07.png	ratio=20	42242	1.2891	33.050	0.83950
c2di-ycocg+bp	4.2.07.png	ratio=30	24316	0.7421	31.619	0.80510
c2di-ycocg+bp	4.2.07.png	ratio=40	16462	0.5024	30.340	0.77666
c2di-ycocg+bp	4.2.07.png	ratio=50	11994	0.3660	29.185	0.75069
c2di-ycocg+bp	4.2.07.png	ratio=60	8835	0.2696	27.909	0.71879
c2di-ycocg+bp	4.2.07.png	ratio=80	5267	0.1607	25.626	0.65823
c2di-ycocg+bp	4.2.07.png	ratio=120	1891	0.0577	21.669	0.53982
c2di-ycocg+bp+lo	4.2.07.png	ratio=2	517179	15.7831	57.988	0.99937
c2di-ycocg+bp+lo	4.2.07.png	ratio=3	335636	10.2428	47.122	0.99209
c2di-ycocg+bp+lo	4.2.07.png	ratio=5	200545	6.1201	39.989	0.96064
c2di-ycocg+bp+lo	4.2.07.png	ratio=8	120054	3.6638	36.339	0.91456
c2di-ycocg+bp+lo	4.2.07.png	ratio=12	76672	2.3398	34.598	0.87995
c2di-ycocg+bp+lo	4.2.07.png	ratio=20	41401	1.2635	33.052	0.84464
c2di-ycocg+bp+lo	4.2.07.png	ratio=30	24532	0.7487	31.663	0.81456
c2di-ycocg+bp+lo	4.2.07.png	ratio=40	16721	0.5103	30.412	0.78832
c2di-ycocg+bp+lo	4.2.07.png	ratio=50	12043	0.3675	29.175	0.76134
c2di-ycocg+bp+lo	4.2.07.png	ratio=60	9252	0.2823	28.102	0.73642
c2di-ycocg+bp+lo	4.2.07.png	ratio=80	5862	0.1789	26.220	0.68405
c2di-ycocg+bp+lo	4.2.07.png	ratio=120	1863	0.0569	21.633	0.53954
jpeg	4.2.07.png	q=95	124248	3.7917	32.071	0.87592
jpeg	4.2.07.png	q=85	58789	1.7941	30.869	0.83365
jpeg	4.2.07.png	q=75	41308	1.2606	30.286	0.81553
jpeg	4.2.07.png	q=60	30480	0.9302	29.669	0.79816
jpeg	4.2.07.png	q=45	24515	0.7481	29.061	0.78246
jpeg	4.2.07.png	q=30	18780	0.5731	28.399	0.76256
jpeg	4.2.07.png	q=18	14015	0.4277	27.328	0.73156
jpeg	4.2.07.png	q=10	10225	0.3120	25.768	0.68630
jpeg	4.2.07.png	q=5	7514	0.2293	23.139	0.60646
jpeg2k	4.2.07.png	r=2	392766	11.9863	48.748	0.99483
jpeg2k	4.2.07.png	r=4	196565	5.9987	39.441	0.95798
jpeg2k	4.2.07.png	r=8	98267	2.9989	35.311	0.89973
jpeg2k	4.2.07.png	r=16	49152	1.5000	33.369	0.85292
jpeg2k	4.2.07.png	r=32	24534	0.7487	31.891	0.81822
jpeg2k	4.2.07.png	r=64	12304	0.3755	29.855	0.77966
jpeg2k	4.2.07.png	r=128	6158	0.1879	27.480	0.72789
jpegxl	4.2.07.png	d=0.5	128612	3.9249	34.976	0.90469
jpegxl	4.2.07.png	d=1.0	69854	2.1318	33.144	0.86580
jpegxl	4.2.07.png	d=1.5	44251	1.3504	32.148	0.83832
jpegxl	4.2.07.png	d=2.5	25980	0.7928	30.992	0.80537
jpegxl	4.2.07.png	d=4.0	17207	0.5251	29.949	0.77838
jpegxl	4.2.07.png	d=6.0	12786	0.3902	28.737	0.74867
jpegxl	4.2.07.png	d=9.0	9733	0.2970	27.706	0.72142
jpegxl	4.2.07.png	d=14.0	6961	0.2124	26.455	0.68439
webp	4.2.07.png	q=98	129524	3.9528	32.623	0.89714
webp	4.2.07.png	q=90	73562	2.2449	31.984	0.87393
webp	4.2.07.png	q=80	38734	1.1821	30.980	0.83343
webp	4.2.07.png	q=65	24028	0.7333	30.239	0.80605
webp	4.2.07.png	q=50	18640	0.5688	29.842	0.79268
webp	4.2.07.png	q=35	13936	0.4253	29.237	0.77759
webp	4.2.07.png	q=25	11290	0.3445	28.735	0.76607
webp	4.2.07.png	q=15	9282	0.2833	28.256	0.75234
webp	4.2.07.png	q=8	7610	0.2322	27.616	0.73630
webp	4.2.07.png	q=3	6276	0.1915	26.950	0.71835
avif	4.2.07.png	q=85	74980	2.2882	35.183	0.90109
avif	4.2.07.png	q=70	43603	1.3307	33.755	0.86996
avif	4.2.07.png	q=55	22249	0.6790	32.361	0.83507
avif	4.2.07.png	q=40	11353	0.3465	31.002	0.80290
avif	4.2.07.png	q=30	7947	0.2425	30.091	0.78306
avif	4.2.07.png	q=22	6351	0.1938	29.292	0.76551
avif	4.2.07.png	q=15	5049	0.1541	28.511	0.74814
avif	4.2.07.png	q=10	4543	0.1386	28.033	0.73699
avif	4.2.07.png	q=5	3758	0.1147	27.257	0.71819
heic	4.2.07.png	q=85	196226	5.9883	32.139	0.90544
heic	4.2.07.png	q=70	121099	3.6956	31.918	0.89538
heic	4.2.07.png	q=55	60369	1.8423	31.261	0.86661
heic	4.2.07.png	q=40	16110	0.4916	29.789	0.80232
heic	4.2.07.png	q=30	8329	0.2542	28.774	0.76536
heic	4.2.07.png	q=22	5676	0.1732	27.883	0.74007
heic	4.2.07.png	q=15	4385	0.1338	27.162	0.71601
heic	4.2.07.png	q=10	3287	0.1003	26.149	0.68631
heic	4.2.07.png	q=5	2758	0.0842	25.370	0.65757
vvc	4.2.07.png	qp=18	115268	3.5177	32.407	0.89899
vvc	4.2.07.png	qp=24	74411	2.2708	32.056	0.88332
vvc	4.2.07.png	qp=30	31653	0.9660	31.203	0.84374
vvc	4.2.07.png	qp=36	10725	0.3273	30.029	0.79479
vvc	4.2.07.png	qp=42	6126	0.1870	28.973	0.76697
vvc	4.2.07.png	qp=48	3332	0.1017	27.306	0.72412
vvc	4.2.07.png	qp=54	2033	0.0620	25.550	0.67819
vvc	4.2.07.png	qp=60	1088	0.0332	22.883	0.58871
c2d	5.1.09.png	ratio=2	32733	3.9957	49.045	0.99610
c2d	5.1.09.png	ratio=3	21994	2.6848	42.308	0.98127
c2d	5.1.09.png	ratio=5	13218	1.6135	37.093	0.93638
c2d	5.1.09.png	ratio=8	7645	0.9332	33.971	0.86737
c2d	5.1.09.png	ratio=12	5363	0.6547	32.563	0.81838
c2d	5.1.09.png	ratio=20	3112	0.3799	30.886	0.73887
c2d	5.1.09.png	ratio=30	2055	0.2509	29.783	0.68415
c2d	5.1.09.png	ratio=40	1526	0.1863	28.977	0.63999
c2d	5.1.09.png	ratio=50	1229	0.1500	28.433	0.61304
c2d	5.1.09.png	ratio=60	1034	0.1262	27.939	0.58730
c2d	5.1.09.png	ratio=80	779	0.0951	27.108	0.54901
c2d	5.1.09.png	ratio=120	508	0.0620	25.409	0.48840
jpeg	5.1.09.png	q=95	30748	3.7534	42.385	0.98259
jpeg	5.1.09.png	q=85	16402	2.0022	35.846	0.92231
jpeg	5.1.09.png	q=75	11651	1.4222	34.035	0.88156
jpeg	5.1.09.png	q=60	8493	1.0367	32.813	0.84251
jpeg	5.1.09.png	q=45	6752	0.8242	32.075	0.81256
jpeg	5.1.09.png	q=30	5079	0.6200	31.199	0.77389
jpeg	5.1.09.png	q=18	3673	0.4484	30.085	0.71500
jpeg	5.1.09.png	q=10	2619	0.3197	28.738	0.63248
jpeg	5.1.09.png	q=5	2104	0.2568	26.809	0.54110
jpeg2k	5.1.09.png	r=2	43001	5.2491	200.000	1.00000
jpeg2k	5.1.09.png	r=4	43001	5.2491	200.000	1.00000
jpeg2k	5.1.09.png	r=8	24528	2.9941	43.115	0.98584
jpeg2k	5.1.09.png	r=16	12157	1.4840	36.299	0.93028
jpeg2k	5.1.09.png	r=32	6087	0.7430	33.062	0.84554
jpeg2k	5.1.09.png	r=64	2836	0.3462	30.858	0.74698
jpeg2k	5.1.09.png	r=128	1493	0.1823	29.530	0.67233
jpegxl	5.1.09.png	d=0.5	25877	3.1588	44.520	0.98951
jpegxl	5.1.09.png	d=1.0	17787	2.1713	40.113	0.97006
jpegxl	5.1.09.png	d=1.5	12320	1.5039	36.482	0.92676
jpegxl	5.1.09.png	d=2.5	6803	0.8304	33.239	0.84084
jpegxl	5.1.09.png	d=4.0	4166	0.5085	31.461	0.76480
jpegxl	5.1.09.png	d=6.0	2715	0.3314	30.403	0.70725
jpegxl	5.1.09.png	d=9.0	1889	0.2306	29.532	0.65915
jpegxl	5.1.09.png	d=14.0	1239	0.1512	28.188	0.59008
webp	5.1.09.png	q=98	29760	3.6328		
webp	5.1.09.png	q=90	19392	2.3672		
webp	5.1.09.png	q=80	12148	1.4829		
webp	5.1.09.png	q=65	7928	0.9678		
webp	5.1.09.png	q=50	5874	0.7170		
webp	5.1.09.png	q=35	4144	0.5059		
webp	5.1.09.png	q=25	3086	0.3767		
webp	5.1.09.png	q=15	2136	0.2607		
webp	5.1.09.png	q=8	1538	0.1877		
webp	5.1.09.png	q=3	1074	0.1311		
avif	5.1.09.png	q=85	19498	2.3801	41.924	0.97996
avif	5.1.09.png	q=70	12905	1.5753	37.740	0.94755
avif	5.1.09.png	q=55	7010	0.8557	34.003	0.87489
avif	5.1.09.png	q=40	3037	0.3707	31.418	0.76153
avif	5.1.09.png	q=30	1820	0.2222	30.247	0.69773
avif	5.1.09.png	q=22	1295	0.1581	29.552	0.65682
avif	5.1.09.png	q=15	956	0.1167	28.815	0.61574
avif	5.1.09.png	q=10	826	0.1008	28.462	0.60037
avif	5.1.09.png	q=5	684	0.0835	28.012	0.57689
heic	5.1.09.png	q=85	42507	5.1888		
heic	5.1.09.png	q=70	30641	3.7404		
heic	5.1.09.png	q=55	20042	2.4465		
heic	5.1.09.png	q=40	7525	0.9186		
heic	5.1.09.png	q=30	2914	0.3557		
heic	5.1.09.png	q=22	1508	0.1841		
heic	5.1.09.png	q=15	1031	0.1259		
heic	5.1.09.png	q=10	770	0.0940		
heic	5.1.09.png	q=5	662	0.0808		
vvc	5.1.09.png	qp=18	28984	3.5381		
vvc	5.1.09.png	qp=24	21936	2.6777		
vvc	5.1.09.png	qp=30	12982	1.5847		
vvc	5.1.09.png	qp=36	4573	0.5582		
vvc	5.1.09.png	qp=42	1751	0.2137		
